	VB	2	-	1	VBP	1	NNP	1
 	CD	2	NN	1
  	CD	7
1,900	CD	3
1-800-822-2841	CD	1
1-hour	JJ	1
1.0	CD	1
1.5	CD	2
1.6	CD	2
1.8	CD	1
1/7/01	CD	1
10	CD	380
10-month-old	JJ	1
10.35	CD	1
10.5	CD	1
10.51	CD	2
100	CD	93
100-level	CD	1
1000	CD	9
10000	CD	2
10003	CD	1
10009	CD	1
10010	CD	1
10021	CD	1
10031	CD	1
1006	CD	4
10062451	CD	1
10066763	CD	1
10069772	CD	1
10073419	CD	1
10077455	CD	1
1008	CD	1
10082707	CD	1
1009	CD	2
101	CD	7
10128	CD	1
1014	CD	3
1016	CD	1
102	CD	3
10209	CD	2
1024	CD	1
1024-bit	NN	1
10241	CD	1
10271	CD	2
103	CD	2
103397	CD	1
104	CD	1
1047	CD	2
105	CD	4
1050	CD	1
105603	CD	8
105th	CD	4
10646	CD	7
1068	CD	1
107	CD	2
107177	CD	1
1075852654573	CD	1
1077	CD	1
107th	CD	1
1089	CD	1
109	CD	3
1096	CD	1
1099	CD	1
11	CD	367
11.8	CD	1
110	CD	4
1100	CD	2
1108	CD	1
111	CD	1
1111	CD	1
1112	CD	1
112	CD	3
113	CD	5
114	CD	3
11485666	CD	1
11489622	CD	1
1149	CD	1
11493928	CD	1
115	CD	6
1150	CD	1
11506817	CD	1
1155	CD	1
1158	CD	1
11590	CD	1
116	CD	2
1163	CD	1
11702	CD	2
11743	CD	1
11787	CD	1
118	CD	3
1187	CD	1
1194	CD	1
11th	JJ	2
12	CD	147
12-month	JJ	1
120	CD	12
120-passenger	JJ	1
1200	CD	2
1201	CD	1
1203	CD	1
1204	CD	2
12083	CD	5
121	CD	3
1211	CD	1
12119260	CD	1
1212	CD	1
12122969	CD	1
12130258	CD	1
12133410	CD	1
12139072	CD	1
12142206	CD	1
12151335	CD	1
12155427	CD	1
12158926	CD	1
12162937	CD	1
122	CD	2
1228	CD	1
1229	CD	1
123	CD	2
1234	CD	2
124	CD	2
12434767.1075852813161.javamail.evans@thyme	NN	1
1244	CD	1
125	CD	7
1259	CD	1
125th	CD	1
126	CD	8
127	CD	6
1270	CD	1
1279	CD	1
128	CD	3
1288	CD	1
12911969.1075840163875.javamail.evans@thyme	NN	1
12th	JJ	5
13	CD	103
130	CD	7
1300	CD	2
1309	CD	1
131	CD	4
132	CD	1
1322	CD	1
1324	CD	1
133	CD	4
133032	CD	2
1331	CD	1
134	CD	3
1341	CD	1
1345	CD	2
1346	CD	1
1347	CD	1
135	CD	4
136	CD	1
1368	CD	1
137	CD	1
1370	CD	1
138	CD	1
1380	CD	1
139	CD	2
13th	JJ	2	NN	1
14	CD	128
14-hour	JJ	1
140	CD	6
1400	CD	2
141	CD	3
14136486.1075858478980.javamail.evans@thyme	NN	1
1419	CD	1
142	CD	3
1426425615	CD	1
144	CD	1
1453	CD	1
147	CD	3
1479	CD	2
148	CD	1
1480	CD	1
149	CD	5
149,500	CD	1
1490	CD	1
1496	CD	2
14:22:20	CD	1
14th	JJ	16
15	CD	175
150	CD	12
1500	CD	5
1501	CD	1
151	CD	4
1513	CD	1
1517	CD	1
1522	CD	1
1524	CD	1
153	CD	1
154	CD	2
155	CD	7
1557	CD	1
1560	CD	1
1566	CD	1
157	CD	2
1576	CD	1
158	CD	4
1580	CD	1
1585	CD	3
159	CD	3
15th	JJ	2
16	CD	112
160	CD	3
1600	CD	1
1606	CD	1
161	CD	2
162	CD	2
16209	CD	2
1621	CD	1
1622	CD	1
1623	CD	1
1623338105.4344981289237754103.javamail.root@zim-store02.web.westnet.com.au	NN	1
163	CD	2
1636	CD	1
164	CD	2
1644	CD	1
165	CD	4
166	CD	2
167	CD	1
168	CD	3
169	CD	3
16962899.1075852653726.javamail.evans@thyme	NN	1
1697917.1075852651136.javamail.evans@thyme	NN	1
16:28:22	CD	1
16:51:54	CD	1
16:56:14	CD	1
16@rediffmail.com	NN	1
16th	JJ	4
17	CD	99	NN	1
170	CD	5
171	CD	1
1710	CD	2
17108	CD	1
1715	CD	1
172	CD	3
1725	CD	1
173	CD	2
1735	CD	2
17394516.1075863362388.javamail.evans@thyme	NN	1
174	CD	4
175	CD	2
1750	CD	1
176	CD	1
1762	CD	1
177	CD	2
1770	CD	1
1773	CD	1
1774	CD	1
178	CD	1
1783	CD	1
179	CD	2
1790	CD	10
1792	CD	1
1798	CD	1
17th	JJ	6
17th-century	JJ	1
18	CD	115
18-hole	NN	1
180	CD	6
1800	CD	3
1802	CD	1
1804	CD	1
1805	CD	1
1808	CD	1
181	CD	3
182	CD	4
18205244.1075856621671.javamail.evans@thyme	NN	1
1821	CD	1
1829	CD	1
18298171.1075840788676.javamail.evans@thyme	NN	1
183	CD	1
1831	CD	5
1832	CD	1
1835	CD	1
184	CD	1
1844	CD	2
1845	CD	2
1846	CD	1
1847	CD	1
1849	CD	1
185	CD	1
1850	CD	1
1855	CD	2
1858	CD	1
1860	CD	1
1864	CD	1
1865	CD	2
1866	CD	2
1869	CD	1
187	CD	3
1870	CD	2
1873	CD	1
1874	CD	1
1880	CD	4
1886	CD	1
1888	CD	1
1890	CD	4
1892	CD	1
1893470211	CD	1
1895	CD	1
1897	CD	2
1898	CD	2
18th	JJ	7
19	CD	134
190	CD	2
1900	CD	3
1903	CD	2
1904	CD	4
1905	CD	5
1906	CD	1
1907	CD	2
1908	CD	1
1909	CD	3
191	CD	2
1910	CD	1
1912	CD	1
1913	CD	1
1914	CD	1
1915	CD	1
1916	CD	1
1917	CD	3
1919	CD	1
192	CD	2
1920	CD	8
1921	CD	1
1922	CD	2
1923	CD	3
1925	CD	2
1926	CD	2
1928	CD	2
1929	CD	1
193	CD	2
1930	CD	5
1931	CD	4
1932	CD	1
1933	CD	6
1934	CD	3
1935	CD	3
19355	CD	1
1936	CD	2
1937	CD	2
1939	CD	3
1940	CD	9
1941	CD	2
1942	CD	1
1943	CD	3
1944	CD	2
1945	CD	6
19451	CD	1
1946	CD	3
1947	CD	5
1948	CD	3
1949	CD	2
195	CD	2
1950	CD	8
1952	CD	1
1954	CD	2
19542708	CD	1
1955	CD	4
1956	CD	3
1957	CD	1
1958	CD	3
1959	CD	1
196	CD	2
1960	CD	7
1961	CD	2
1962	CD	3
1963	CD	2
1964	CD	1
1965	CD	2
1966	CD	7
1967	CD	6
1968	CD	13
1969	CD	2
197	CD	1
1970	CD	15
1971	CD	1
1972	CD	3
1973	CD	9
1974	CD	5
1975	CD	5
1976	CD	13
1977	CD	9
1978	CD	9
1979	CD	13
198	CD	1
1980	CD	17
1981	CD	8
1982	CD	5
1983	CD	5
1984	CD	8
1985	CD	11
1986	CD	7
1987	CD	6
1988	CD	20
1989	CD	17
199	CD	1
1990	CD	30
1990s	CD	2
1991	CD	10
1992	CD	22
1993	CD	52
1994	CD	17
1995	CD	30
1996	CD	71
1997	CD	28
1998	CD	34
1999	CD	46
19th	JJ	10
19th-century	JJ	1
1st	CD	13
2	CD	679	LS	77
2-6	CD	1
2-dimensional	JJ	1
2-to-1	CD	1
2.0	CD	1
2.1	CD	1
2.47	CD	2
2.7	CD	1
2.84	CD	1
2.x	CD	1
20	CD	219
20,000	CD	1
200	CD	37
200,000	CD	1
2000	CD	94
20001210155650048.aaa365@zeus.ssrn.com	NN	1
20004	CD	1
20006	CD	1
20007	CD	1
2001	CD	175
20011	CD	1
2002	CD	77
20020731	CD	9
2003	CD	29
20036	CD	1
20037	CD	1
2004	CD	34
2005	CD	35
2006	CD	16
2007	CD	67
2008	CD	185
2009	CD	61
201	CD	2
2010	CD	120
2011	CD	34
2011@yahoo.com.hk	NN	1
2012	CD	25
2013	CD	2
2014	CD	3
2018	CD	1
202	CD	10
2022	CD	4
2041	CD	1
20535	CD	1
2058	CD	1
206	CD	1
207	CD	1
2075	CD	1
208	CD	2
209	CD	3
20th	JJ	5
21	CD	117
210	CD	3
2100	CD	1
21074	CD	1
211	CD	1
2114716	CD	1
212	CD	5
2121270	CD	1
2125109	CD	1
2129640	CD	1
213	CD	5
2130	CD	1
2131	CD	1
2133315	CD	1
2137010	CD	1
21401	CD	1
2144868	CD	1
2148080	CD	1
215	CD	2
2152883	CD	1
21565374.1075852477326.javamail.evans@thyme	NN	1
2171003	CD	1
2173878	CD	1
218	CD	5
2180	CD	2
2180740	CD	1
2183485	CD	1
219	CD	2
21st	JJ	12
22	CD	111
220	CD	2
2205935	CD	1
221	CD	3
2214	CD	1
22184	CD	1
222	CD	1
2227	CD	1
223	CD	3
224	CD	1
225	CD	3
226	CD	1
22659969.1075858453952.javamail.evans@thyme	NN	1
22nd	JJ	2
23	CD	72
23.33	CD	1
230	CD	1
231	CD	2
2317	CD	1
232	CD	1
23209	CD	1
233	CD	1
2338	CD	1
234	CD	1
2347053113779	CD	1
2347098801668	CD	1
2348059781980	CD	1
235	CD	5
2352	CD	1
2353	CD	1
236	CD	5
23705	CD	1
239	CD	1
23rd	CD	2
24	CD	88
24-hectare	NN	1
24-hour	CD	1	JJ	1
240	CD	2
2400	CD	1
241	CD	3
2416	CD	1
2420	CD	1
243	CD	1
244	CD	1
245	CD	1
24575622.1075863420436.javamail.evans@thyme	NN	1
247	CD	2
247267102	CD	1
248	CD	4
2488	CD	1
249	CD	1
25	CD	118
250	CD	6
2500	CD	2
2508	CD	1
251	CD	2
2510	CD	1
2525	CD	1
253	CD	1
25305	CD	1
2542	CD	1
25447472.1075856582182.javamail.evans@thyme	NN	1
2545	CD	4
25473912.1075863420369.javamail.evans@thyme	NN	1
254831743@distribution.cision.com	NN	1
256	CD	3
2570	CD	1
258	CD	10
259	CD	2
25th	JJ	1
26	CD	65
260	CD	3
2600	CD	1
261	CD	1
262	CD	1
2626	CD	3
264	CD	2
2661	CD	2
268	CD	1
2682	CD	1
27	CD	70
27.96	CD	1
270	CD	1
2700	CD	2
271	CD	1
2710	CD	4
272	CD	1
27274423.1075858478951.javamail.evans@thyme	NN	1
273	CD	1
275	CD	2
2760	CD	1
277	CD	3
278	CD	2
27th	JJ	3
28	CD	60
28.3	CD	1
2800	CD	1
281	CD	5
2812	CD	1
28168211.1075860837271.javamail.evans@thyme	NN	1
2817	CD	1
2832	CD	1
285	CD	5
28574048.1075852650572.javamail.evans@thyme	NN	1
2859	CD	1
287	CD	2
288	CD	1
2882479058225850767.576ae68769cd66ab787cecdaf5075c0e.1467566263@hziu4.buzztect.info	NN	1
28th	JJ	3
29	CD	67
291	CD	2
292	CD	2
29291085.1075856621619.javamail.evans@thyme	NN	1
293	CD	1
29555721.1075857154511.javamail.evans@thyme	NN	1
296,750	CD	1
2962	CD	1
2976	CD	1
298	CD	2
2987	CD	1
29th	CD	1
2lc956793j776333y	NN	1
2nd	CD	10
3	CD	304	LS	44
3,000	CD	1
3,500	CD	1
3-hydroxy-3-methylgluatryl	NN	1
3.07	CD	1
3.28	CD	1
3.3	CD	1
3.31	CD	1
3.4	CD	1
30	CD	150
30-ft	NN	1
30-year-long	JJ	1
300	CD	23
3000	CD	5
3001	CD	9
30170440.1075856614663.javamail.evans@thyme	NN	1
30233331	CD	1
3024882.1075852475408.javamail.evans@thyme	NN	1
303	CD	1
30339	CD	1
30348	CD	8
304	CD	1
305	CD	1
306	CD	1
307	CD	12
3081	CD	1
30th	JJ	1
31	CD	84
310	CD	3
3104	CD	1
311	CD	1
313	CD	4
31386690.1075860837352.javamail.evans@thyme	NN	1
315	CD	1
316	CD	4
317	CD	3
318	CD	3
3183	CD	1
32	CD	25
32-oz	JJ	1
3215	CD	1
322	CD	1
324	CD	1
325	CD	1
326	CD	1
327	CD	1
33	CD	36
330	CD	1
3301	CD	1
330891	CD	1
331	CD	1
3318	CD	1
332	CD	2
333	CD	1
3333	CD	3
336	CD	1
3360	CD	2
338	CD	2
34	CD	31
340	CD	3
341	CD	2
342	CD	1
345	CD	4
3454095.1075840788231.javamail.evans@thyme	NN	1
346	CD	1
349	CD	2
35	CD	44
350	CD	2
3500	CD	1
3507	CD	1
352	CD	1
35691	CD	1
358	CD	4
3582	CD	1
36	CD	32
36.6	CD	1
360	CD	7
361	CD	1
3621	CD	1
3622	CD	3
3623	CD	7
3624	CD	1
3625	CD	2
363	CD	2
369	CD	1
37	CD	33
37.5	CD	1
370	CD	1
371	CD	2
379	CD	1
38	CD	19
380	CD	3
382	CD	1
383.6	CD	1
3848	CD	1
386	CD	1
387	CD	1
388	CD	1
389	CD	1
39	CD	130
390	CD	2
3902	CD	1
3910	CD	1
3945	CD	5
396	CD	1
398	CD	1
399	CD	2
39th	CD	2
3@enron.com	NN	1
3rd	CD	6
4	CD	271	LS	45
4-part	JJ	1
40	CD	86
400	CD	10
4000	CD	5
401	CD	7
403	CD	4
404	CD	6
4040	CD	1
4045	CD	3
405	CD	1
408	CD	3
41	CD	27
4100	CD	1
412	CD	1
413	CD	1
414	CD	3
415	CD	16
4165	CD	1
419	CD	1
4192	CD	1
4197	CD	1
42	CD	24
42136	CD	1
422	CD	1
423	CD	2
4232569.1075852475436.javamail.evans@thyme	NN	1
424	CD	1
425	CD	2
4250	CD	1
427	CD	1
43	CD	24
43-mile	JJ	1
430	CD	1
43098	CD	1
431	CD	2
4343	CD	1
4345	CD	1
4346	CD	1
435	CD	1
4351	CD	1
43756	CD	1
43780	CD	1
438	CD	2
44	CD	41
440	CD	1
444	CD	1
445	CD	1
446	CD	2
4480	CD	1
4483	CD	1
44835	CD	1
45	CD	46
45,000	CD	1
45-minute	NN	1
450	CD	8
45094	CD	3
452	CD	1
45287	CD	1
4537	CD	1
45383	CD	1
454	CD	1
45445	CD	1
45451	CD	1
455	CD	1
45577	CD	1
45582	CD	1
45585	CD	1
45587	CD	1
456	CD	2
45609	CD	1
45610	CD	1
45640	CD	1
45646	CD	1
45653	CD	1
45667	CD	1
45697	CD	1
45700	CD	1
45701	CD	1
45706	CD	1
45714	CD	1
45716	CD	1
45717	CD	4
45719	CD	1
45720	CD	2
45721	CD	2
45722	CD	3
45723	CD	1
45724	CD	1
45725	CD	1
45726	CD	1
45727	CD	1
45728	CD	1
45729	CD	1
45730	CD	1
45731	CD	2
45732	CD	2
45733	CD	1
45734	CD	2
45735	CD	1
45736	CD	1
45737	CD	3
45738	CD	2
45739	CD	2
45740	CD	3
45741	CD	3
45742	CD	3
45743	CD	3
45744	CD	2
45745	CD	3
45746	CD	2
45747	CD	3
45748	CD	3
45749	CD	3
45750	CD	3
45751	CD	2
45752	CD	2
45753	CD	3
45754	CD	3
45755	CD	3
45756	CD	3
45757	CD	2
45758	CD	2
45759	CD	3
45760	CD	3
45761	CD	3
45762	CD	4
45763	CD	2
45764	CD	1
45765	CD	2
45766	CD	2
45767	CD	2
45768	CD	3
45769	CD	3
45770	CD	1
45771	CD	1
45772	CD	2
45773	CD	1
45774	CD	1
45775	CD	2
45776	CD	1
45777	CD	2
45778	CD	2
45779	CD	3
45780	CD	1
45781	CD	3
45782	CD	1
45783	CD	3
45784	CD	2
45785	CD	3
45786	CD	3
45787	CD	2
45788	CD	3
45789	CD	3
45790	CD	3
45791	CD	3
45792	CD	3
45793	CD	3
45795	CD	3
45796	CD	3
45797	CD	3
45798	CD	2
45800	CD	3
45801	CD	2
45803	CD	2
45804	CD	1
45805	CD	1
45806	CD	1
45807	CD	1
45808	CD	1
45809	CD	1
45810	CD	3
45811	CD	1
45812	CD	1
45813	CD	1
45814	CD	1
45815	CD	1
45816	CD	1
45817	CD	1
45818	CD	2
45819	CD	3
45820	CD	3
45821	CD	3
45822	CD	3
45823	CD	2
45824	CD	2
45825	CD	1
45826	CD	1
45827	CD	3
45828	CD	3
45829	CD	3
45831	CD	3
45832	CD	3
45833	CD	2
45834	CD	1
45835	CD	3
45836	CD	3
45837	CD	3
45838	CD	3
45839	CD	2
45840	CD	2
45841	CD	3
45842	CD	3
45843	CD	3
45844	CD	3
45845	CD	2
45846	CD	1
45847	CD	1
45848	CD	3
45849	CD	3
45850	CD	2
45851	CD	2
45852	CD	2
45853	CD	3
45854	CD	3
45855	CD	2
45856	CD	1
45857	CD	1
45858	CD	1
45859	CD	3
45860	CD	3
45861	CD	1
45862	CD	2
45863	CD	2
45864	CD	2
45865	CD	3
45866	CD	1
45867	CD	1
45868	CD	3
45869	CD	1
45870	CD	2
45871	CD	3
45872	CD	2
45873	CD	2
45874	CD	1
45875	CD	1
45876	CD	1
45877	CD	1
45881	CD	1
45884	CD	1
45885	CD	1
45896	CD	1
459	CD	1
45905	CD	1
45935	CD	1
45939	CD	1
45940	CD	1
45944	CD	1
45949	CD	1
45952	CD	1
45954	CD	1
45th	JJ	1
46	CD	26
46056	CD	1
46123	CD	1
46160	CD	1
46176	CD	1
46178	CD	1
463	CD	1
46316	CD	1
46354	CD	1
46517	CD	1
46623	CD	1
467	CD	1
46854	CD	1
4696	CD	1
4697	CD	1
47	CD	23
470	CD	2
472	CD	1
47223	CD	1
473	CD	3
4742	CD	1
47466	CD	1
475	CD	1
48	CD	26
480	CD	1
484	CD	2
4853482	CD	3
4853706	CD	3
486	CD	1
487	CD	1
488	CD	2
489	CD	2
4890112.1075845067403.javamail.evans@thyme	NN	1
49	CD	30
490	CD	5
4917	CD	1
492	CD	5
4928	CD	1
4931	CD	1
494	CD	1
497	CD	3
498	CD	1
499	CD	3
49th	CD	3
4th	JJ	2
5	CD	300	LS	45
5,000	CD	1
5.2	CD	1
5.3	CD	1
5.45	CD	1
50	CD	111
50,000	CD	1
500	CD	33
5000	CD	14
501	CD	2
5034	CD	15
504	CD	5
506	CD	1
509	CD	5
509th	CD	15
50th	JJ	2
51	CD	32
5100559.1075860488776.javamail.evans@thyme	NN	1
511	CD	1
51200	CD	4
514	CD	2
515	CD	1
516	CD	1
517	CD	1
518	CD	1
52	CD	40
52-story	JJ	1
521	CD	1
523	CD	1
524	CD	1
52627	CD	1
528	CD	1
5290	CD	3
53	CD	31
530	CD	1
531	CD	1
534	CD	1
5359	CD	1
539	CD	3
53rd	CD	1
54	CD	22
5428433.1075857060219.javamail.evans@thyme	NN	1
543	CD	1
54436	CD	1
545	CD	5
55	CD	28
550	CD	3
552	CD	1
5550308.1075857279636.javamail.evans@thyme	NN	1
556	CD	22
559	CD	1
56	CD	22
5601	CD	1
5603	CD	8
5621	CD	1
564932	CD	1
56789	CD	1
569	CD	1
57	CD	29
573	CD	1
5741	CD	5
576	CD	1
57th	NNP	1
58	CD	27
5818	CD	1
587	CD	1
59	CD	33
590	CD	1
59173	CD	1
5933	CD	1
59437v3.doc	NNP	4
599	CD	1
5999	CD	5
6	CD	207
6,000,000	CD	1
6-keto-pgf	CD	7
6.2	CD	1
6.50	CD	1
6.8	CD	1
60	CD	41
60-acre	JJ	1
60-minute	JJ	1
600	CD	13
600,000	CD	1
602	CD	1
6033	CD	1
604	CD	1
605	CD	1
6063	CD	5
608	CD	1
61	CD	6
610	CD	1
6102	CD	2
614	CD	2
615	CD	1
6161	CD	1
6167	CD	1
6168	CD	1
617	CD	12
618	CD	3
62	CD	12
6215	CD	1
625	CD	3
627	CD	1
628	CD	1
629	CD	1
63	CD	7
6316972.1075852466973.javamail.evans@thyme	NN	1
634	CD	2
638	CD	3
64	CD	11
640	CD	1
6406	CD	7
646	CD	2
65	CD	20
650	CD	8
6500	CD	1
66	CD	6
660	CD	1
662	CD	3
666	CD	5
67	CD	9
672	CD	1
673	CD	1
6760	CD	1
68	CD	10
687	CD	1
6891	CD	2
69	CD	7
69-km	JJ	1
691	CD	1
693	CD	1
697	CD	1
699	CD	1
6th	CD	1
7	CD	228
70	CD	52
70,000	CD	1
700	CD	11
7000	CD	1
701	CD	2
702	CD	3
703	CD	1
707	CD	3
7070	CD	1
71	CD	6
713	CD	7
7138534739	CD	1
714	CD	2
715	CD	2
717	CD	1
718-888-4dtv	CD	1
7184	CD	1
72	CD	12
722	CD	1
725	CD	3
727	NNP	2
7273	CD	1
73	CD	11
732	CD	5
733	CD	3
734	CD	1
735	CD	1
7352	CD	1
736	CD	1
739	CD	1
74	CD	2
74-story	JJ	1
741	CD	1
742	CD	3
7428438.1075858478927.javamail.evans@thyme	NN	1
743	CD	1
7430	CD	1
747	CD	1
7484	CD	8
75	CD	18
750	CD	6
75067	CD	1
7553175.1075863444700.javamail.evans@thyme	NN	1
7571	CD	1
76	CD	15
760	CD	1
7601	CD	1
76082	CD	1
7628	CD	1
768	CD	1
76th	CD	1
77	CD	8
77002	CD	1
77393	CD	2
774	CD	1
776	CD	1
7762	CD	3
7774	CD	1
7777	CD	1
7780	CD	1
77868	CD	1
779	CD	1
77998	CD	8
78	CD	8
7802	CD	1
782	CD	4
7820	CD	1
7851	CD	1
7854	CD	1
786	CD	1
79	CD	9
7900	CD	3
796	CD	2
7th	CD	12
8	CD	162
80	CD	28
800	CD	24
8029921182	CD	1
807	CD	2
8077	CD	1
808	CD	3
809	CD	1
81	CD	3
810	CD	1
813	CD	1
814	CD	1
815	CD	1
816	CD	1
817	CD	2
818	CD	1
8188	CD	1
82	CD	11
8217	CD	2
822	CD	4
823	CD	4
826	CD	1
8296592.1075857154467.javamail.evans@thyme	NN	1
83	CD	8
830	CD	1
8350	CD	1
84	CD	8
8433223480	CD	1
844	CD	1
8466	CD	1
847	CD	1
8489	CD	1
85	CD	14
850	CD	3
852	CD	4
853	CD	4
855	CD	1
857	CD	2
858	CD	1
86	CD	6
8640	CD	1
87	CD	6
875	CD	2
875777537332	CD	1
877	CD	3
87731	CD	1
878	CD	14
8799	CD	1
88	CD	3
8815	CD	1
8859	CD	13
888	CD	4
89	CD	12
890	CD	1
8914	CD	2
8925	CD	1
8th	JJ	1
9	CD	177
9-hole	NN	1
90	CD	31
900	CD	9
900,000	CD	1
90010	CD	1
90021	CD	1
90791	CD	3
9091	CD	1
90th	CD	2
91	CD	5
91,500	CD	1
910	CD	1
9127	CD	1
913	CD	1
91307	CD	1
91406	CD	2
9156	CD	1
916	CD	1
9185	CD	1
919	CD	1
92	CD	9
92009	CD	1
921	CD	1
9222	CD	1
923	CD	1
926	CD	3
929	CD	1
92nd	CD	1
93	CD	12
9302	CD	1
9302156.1075858668365.javamail.evans@thyme	NN	1
933	CD	1
934	CD	1
937	CD	2
93rd	CD	1
94	CD	4
94039	CD	3
9410	CD	2
94111	CD	1
94301	CD	1
94305	CD	3
9435	CD	1
9455	CD	2
946	CD	1
9467	CD	2
949	CD	2
95	CD	38
950	CD	2
956	CD	1
9562	CD	1
957	CD	2
9573	CD	2
96	CD	5
960	CD	2
9602	CD	1
9616	CD	1
962	CD	10
964	CD	1
967	CD	1
97	CD	7
972	CD	1
973	CD	1
98	CD	8
9800	CD	4
98052	CD	1
982	CD	1
983	CD	1
984	CD	1
98504	CD	1
9866	CD	4
987	CD	1
99	CD	28
99.00	CD	1
991	CD	1
992	CD	1
9963	CD	1
9th	CD	8
:	:	5899	.	1
;	:	1011
<	NN	349	<	1
=	SYM	640
==================	SYM	1
================================	SYM	2
=?us-ascii?b?rnjvbtogu2d0libbzgftienhbgr3zwxslg==?=	NNP	1
>	NN	752	>	1
?	.	3002
??	.	1
???	.	1
??????????	.	1
????????????	.	1
?????????????????	.	1
?????????????????????????????????????????	.	1
@	IN	230
@enron	NNP	1
@landhaus-steinfeld.de	NN	1
[	NN	1001
\	NN	64
]	NN	1003
^	NN	10
_	NN	585
________________________	NN	1
___________________________________	NN	2
_____________________________________	:	1
_________________________________________________________________	NN	1
`	``	82
a	DT	10508	NNP	19	SYM	17
a-	NNP	6	NN	3
a-d	JJ	1
a-ma	NNP	3
a-rod	NNP	3
a-sepharose	NNP	1
a.m.	DT	1
a_	DT	3
aa	NN	2
aaaw	NN	1
aaf	NNP	1
aahed	JJ	1
aan	NN	1
aand	NNP	1	NN	1
aapr	NNP	3
aaps	NNP	1
aaround	NN	1
aaw	NN	1
ab	NNP	21
abandon	VB	4
abandoned	VBN	9	VBD	3	JJ	2
abandoning	VBG	1
abandonment	NN	2
abatements	NNS	1
abbey	NNP	9	NN	1
abbott	NNP	2
abbreviate	NN	1
abbreviated	JJ	6
abbreviations	NNP	3	NNS	2
abbyharenberg	NN	1
abc	NNP	3
abdomen	NN	2
abdulwahab	NNP	1
abe	NNP	2
abello	NNP	1
aberdeen	NNP	3
aberrant	NN	1
abhor	NN	1
abide	VB	4
abided	JJ	1
abiding	VBG	1
abidjan	NNP	1
abilities	NNS	8
ability	NN	55
able	JJ	149	NNP	2
abnormal	JJ	18
abnormalities	NNS	12	NNP	1
abnormality	NN	2
aboard	IN	19	RB	1
abode	NN	1
abolish	VB	1
abolishing	NNP	1
abominations	NNS	1
abort	NN	2
abortion	NN	24
abortions	NNS	9
abound	VBP	2
abounds	VBZ	4
